InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Stock,Revenue,NetProfit,TotalSales,NetSales,DiscountAmount,TotalPrice,Year,Month,CustomerSegment,Margin,DaysSince,LossFlag
108367,SKU_1327,Notebook,30,2022-03-13 12:00:00,50.77,75999.0,Sweden,0.33,Credit Card,7.8,Stationery,In-store,Not Returned,Royal Mail,Berlin,Medium,1327,1020.5,1012.7,1523.1,1020.5,502.6,1028.3,2022,Mar,Gold,99.2,1384,NO
108382,SKU_1032,Desk Lamp,47,2022-03-07 11:00:00,18.05,73706.0,Belgium,0.19,Credit Card,28.58,Furniture,Online,Not Returned,FedEx,Rome,High,1032,687.2,658.6,848.4,687.2,161.2,715.7,2022,Mar,Silver,95.8,1390,NO
108429,SKU_1882,Desk Lamp,30,2025-02-22 08:00:00,28.41,34468.0,United States,0.21,Bank Transfer,22.16,Furniture,Online,Not Returned,UPS,Amsterdam,Low,1882,673.3,651.2,852.3,673.3,179.0,695.5,2025,Feb,Silver,96.7,307,NO
108434,SKU_1436,Wall Clock,49,2023-09-16 22:00:00,37.31,62904.0,Australia,0.45,Credit Card,9.58,Home Decor,In-store,Not Returned,Royal Mail,London,Medium,1436,1005.5,995.9,1828.2,1005.5,822.7,1015.1,2023,Sep,Gold,99.0,831,NO
108461,SKU_1019,Wall Clock,35,2025-07-29 22:00:00,31.81,50108.0,Portugal,0.47,Paypall,29.05,Home Decor,In-store,Not Returned,FedEx,Rome,Medium,1019,590.1,561.0,1113.4,590.1,523.3,619.1,2025,Jul,Gold,95.1,149,NO
108512,SKU_1947,Blue Pen,14,2020-02-21 03:00:00,59.54,39149.0,Sweden,0.29,Paypall,24.79,Stationery,In-store,Not Returned,UPS,Amsterdam,Low,1947,591.8,567.0,833.6,591.8,241.7,616.6,2020,Feb,Silver,95.8,2135,NO
108532,SKU_1461,Office Chair,45,2025-04-29 11:00:00,92.56,88809.0,United States,0.44,Credit Card,20.32,Furniture,In-store,Not Returned,FedEx,London,High,1461,2332.5,2312.2,4165.2,2332.5,1832.7,2352.8,2025,Apr,Platinum,99.1,241,NO
108539,SKU_1318,Office Chair,36,2022-01-06 05:00:00,62.16,73542.0,Norway,0.43,Paypall,19.32,Furniture,Online,Not Returned,FedEx,Berlin,Medium,1318,1275.5,1256.2,2237.8,1275.5,962.2,1294.8,2022,Jan,Platinum,98.5,1450,NO
108577,SKU_1836,White Mug,8,2023-06-02 10:00:00,43.44,84243.0,Italy,0.27,Bank Transfer,11.06,Home & Kitchen,Online,Not Returned,Royal Mail,Amsterdam,High,1836,253.7,242.6,347.5,253.7,93.8,264.7,2023,Jun,Bronze,95.6,938,NO
108583,SKU_1401,Blue Pen,35,2023-07-13 16:00:00,99.23,21458.0,Spain,0.31,Credit Card,19.86,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Low,1401,2396.4,2376.5,3473.0,2396.4,1076.6,2416.3,2023,Jul,Platinum,99.2,897,NO
108625,SKU_1642,Backpack,49,2021-07-09 20:00:00,3.04,21247.0,France,0.2,Credit Card,5.84,Accessories,Online,Not Returned,FedEx,Berlin,Medium,1642,119.2,113.3,149.0,119.2,29.8,125.0,2021,Jul,Bronze,95.1,1631,NO
108689,SKU_1727,Backpack,45,2023-06-20 19:00:00,71.53,45640.0,Portugal,0.4,Bank Transfer,8.84,Accessories,Online,Returned,DHL,Amsterdam,Low,1727,1931.3,1922.5,3218.8,1931.3,1287.5,1940.2,2023,Jun,Platinum,99.5,920,NO
108724,SKU_1584,Wireless Mouse,47,2022-04-15 11:00:00,90.55,37580.0,Australia,0.2,Bank Transfer,9.87,Electronics,In-store,Not Returned,Royal Mail,London,High,1584,3404.7,3394.8,4255.8,3404.7,851.2,3414.6,2022,Apr,Platinum,99.7,1351,NO
108769,SKU_1940,USB Cable,37,2023-09-19 03:00:00,65.32,,Netherlands,0.25,Paypall,27.86,Electronics,In-store,Not Returned,UPS,Paris,High,1940,1812.6,1784.8,2416.8,1812.6,604.2,1840.5,2023,Sep,Platinum,98.5,829,NO
108798,SKU_1227,Headphones,46,2021-09-29 11:00:00,36.82,12537.0,Sweden,0.41,Paypall,25.54,Electronics,In-store,Returned,DHL,Berlin,Medium,1227,999.3,973.8,1693.7,999.3,694.4,1024.8,2021,Sep,Gold,97.4,1549,NO
108882,SKU_1805,Wireless Mouse,41,2024-08-30 04:00:00,76.34,45256.0,Italy,0.13,Paypall,11.24,Electronics,In-store,Not Returned,FedEx,London,High,1805,2723.0,2711.8,3129.9,2723.0,406.9,2734.3,2024,Aug,Platinum,99.6,483,NO
108888,SKU_1824,T-shirt,35,2021-11-03 21:00:00,72.41,86464.0,Portugal,0.35,Bank Transfer,7.2,Apparel,In-store,Not Returned,DHL,Paris,Medium,1824,1647.3,1640.1,2534.4,1647.3,887.0,1654.5,2021,Nov,Platinum,99.6,1513,NO
108903,SKU_1762,Backpack,4,2024-05-09 20:00:00,35.6,44453.0,Belgium,0.02,Credit Card,20.8,Accessories,In-store,Not Returned,DHL,Paris,High,1762,139.6,118.8,142.4,139.6,2.8,160.4,2024,May,Bronze,85.1,596,NO
108947,SKU_1784,USB Cable,25,2023-08-04 17:00:00,7.68,86873.0,France,0.38,Paypall,17.34,Electronics,In-store,Not Returned,UPS,Rome,Medium,1784,119.0,101.7,192.0,119.0,73.0,136.4,2023,Aug,Bronze,85.4,875,NO
108969,SKU_1355,Wireless Mouse,47,2024-10-27 05:00:00,1.69,72311.0,United Kingdom,0.1,Credit Card,29.57,Electronics,Online,Not Returned,Royal Mail,Berlin,High,1355,71.5,41.9,79.4,71.5,7.9,101.1,2024,Oct,Bronze,58.6,425,NO
108981,SKU_1028,Notebook,31,2022-02-01 06:00:00,78.42,24417.0,United States,0.03,Credit Card,9.87,Stationery,In-store,Not Returned,UPS,London,High,1028,2358.1,2348.2,2431.0,2358.1,72.9,2368.0,2022,Feb,Platinum,99.6,1424,NO
109012,SKU_1710,Notebook,36,2022-07-01 18:00:00,80.9,43387.0,Belgium,0.36,Credit Card,25.62,Stationery,Online,Returned,UPS,Paris,Low,1710,1863.9,1838.3,2912.4,1863.9,1048.5,1889.6,2022,Jul,Platinum,98.6,1274,NO
109013,SKU_1214,Backpack,6,2022-10-20 03:00:00,55.89,94078.0,Portugal,0.36,Paypall,7.04,Accessories,Online,Not Returned,FedEx,London,Medium,1214,214.6,207.6,335.3,214.6,120.7,221.7,2022,Oct,Bronze,96.7,1163,NO
109070,SKU_1599,Wireless Mouse,3,2024-01-05 17:00:00,55.85,19441.0,Germany,0.21,Paypall,19.78,Electronics,Online,Returned,UPS,Rome,High,1599,132.4,112.6,167.6,132.4,35.2,152.1,2024,Jan,Bronze,85.1,721,NO
109074,SKU_1233,T-shirt,25,2024-04-21 03:00:00,73.21,62942.0,United States,0.19,Credit Card,23.92,Apparel,Online,Not Returned,DHL,London,High,1233,1482.5,1458.6,1830.2,1482.5,347.7,1506.4,2024,Apr,Gold,98.4,614,NO
109078,SKU_1759,USB Cable,28,2020-04-02 10:00:00,86.71,81777.0,United States,0.06,Paypall,15.12,Electronics,In-store,Not Returned,Royal Mail,London,Medium,1759,2282.2,2267.1,2427.9,2282.2,145.7,2297.3,2020,Apr,Platinum,99.3,2094,NO
109145,SKU_1067,Office Chair,16,2022-05-23 02:00:00,80.06,88300.0,Portugal,0.26,Bank Transfer,17.03,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium,1067,947.9,930.9,1281.0,947.9,333.0,964.9,2022,May,Gold,98.2,1313,NO
109179,SKU_1847,Notebook,3,2022-06-19 01:00:00,92.56,47212.0,Spain,0.16,Paypall,20.07,Stationery,Online,Not Returned,FedEx,Amsterdam,High,1847,233.3,213.2,277.7,233.3,44.4,253.3,2022,Jun,Bronze,91.4,1286,NO
109201,SKU_1453,USB Cable,42,2023-05-15 10:00:00,98.26,12316.0,United States,0.17,Bank Transfer,23.17,Electronics,Online,Returned,Royal Mail,Amsterdam,High,1453,3425.3,3402.2,4126.9,3425.3,701.6,3448.5,2023,May,Platinum,99.3,956,NO
109218,SKU_1300,Headphones,32,2022-07-02 06:00:00,25.45,66103.0,Spain,0.43,Credit Card,15.12,Electronics,In-store,Not Returned,UPS,London,Medium,1300,464.2,449.1,814.4,464.2,350.2,479.3,2022,Jul,Silver,96.7,1273,NO
109251,SKU_1851,Headphones,39,2024-09-07 17:00:00,95.45,92591.0,Spain,0.14,Bank Transfer,12.86,Electronics,Online,Not Returned,UPS,Paris,Low,1851,3201.4,3188.5,3722.6,3201.4,521.2,3214.3,2024,Sep,Platinum,99.6,475,NO
109275,SKU_1918,Wireless Mouse,23,2023-06-07 02:00:00,28.98,49063.0,Netherlands,0.32,Paypall,14.3,Electronics,In-store,Not Returned,UPS,Amsterdam,High,1918,453.2,438.9,666.5,453.2,213.3,467.5,2023,Jun,Silver,96.8,933,NO
109290,SKU_1686,USB Cable,4,2022-03-22 11:00:00,42.08,90119.0,France,0.36,Credit Card,9.17,Electronics,Online,Not Returned,DHL,Amsterdam,Low,1686,107.7,98.6,168.3,107.7,60.6,116.9,2022,Mar,Bronze,91.5,1375,NO
109297,SKU_1421,White Mug,16,2022-08-22 14:00:00,53.04,49660.0,United Kingdom,0.01,Paypall,25.93,Home & Kitchen,In-store,Returned,FedEx,Rome,High,1421,840.2,814.2,848.6,840.2,8.5,866.1,2022,Aug,Silver,96.9,1222,NO
109304,SKU_1656,Wall Clock,28,2021-05-19 21:00:00,95.02,50044.0,Spain,0.02,Bank Transfer,9.89,Home Decor,Online,Not Returned,DHL,Berlin,Medium,1656,2607.3,2597.5,2660.6,2607.3,53.2,2617.2,2021,May,Platinum,99.6,1681,NO
109304,SKU_1862,Headphones,14,2021-09-10 07:00:00,11.11,47724.0,Norway,0.11,Credit Card,19.58,Electronics,In-store,Returned,DHL,London,Medium,1862,138.4,118.9,155.5,138.4,17.1,158.0,2021,Sep,Bronze,85.9,1568,NO
109319,SKU_1611,Notebook,12,2023-07-26 23:00:00,23.18,51858.0,Italy,0.46,Paypall,9.74,Stationery,In-store,Returned,Royal Mail,Rome,High,1611,150.2,140.5,278.2,150.2,128.0,159.9,2023,Jul,Bronze,93.5,883,NO
109337,SKU_1678,Headphones,38,2020-02-05 19:00:00,42.07,75747.0,Norway,0.29,Credit Card,21.44,Electronics,Online,Not Returned,DHL,London,Low,1678,1135.0,1113.6,1598.7,1135.0,463.6,1156.5,2020,Feb,Gold,98.1,2151,NO
109387,SKU_1252,Backpack,12,2021-12-04 16:00:00,6.94,29880.0,United Kingdom,0.36,Credit Card,29.6,Accessories,Online,Not Returned,UPS,London,High,1252,53.3,23.7,83.3,53.3,30.0,82.9,2021,Dec,Bronze,44.5,1483,NO
109399,SKU_1764,USB Cable,24,2021-06-25 21:00:00,12.4,75859.0,Sweden,0.23,Bank Transfer,14.35,Electronics,In-store,Not Returned,FedEx,London,High,1764,229.2,214.8,297.6,229.2,68.4,243.5,2021,Jun,Bronze,93.7,1644,NO
109402,SKU_1536,Wireless Mouse,21,2023-03-09 19:00:00,25.81,10914.0,Spain,0.23,Bank Transfer,13.17,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,1536,417.3,404.2,542.0,417.3,124.7,430.5,2023,Mar,Silver,96.8,1023,NO
109404,SKU_1388,Notebook,16,2021-12-16 20:00:00,5.49,46726.0,Belgium,0.42,Paypall,21.2,Stationery,Online,Not Returned,UPS,Amsterdam,Low,1388,50.9,29.7,87.8,50.9,36.9,72.1,2021,Dec,Bronze,58.4,1471,NO
109422,SKU_1898,Desk Lamp,15,2021-07-18 12:00:00,22.7,31410.0,Spain,0.48,Bank Transfer,17.39,Furniture,In-store,Not Returned,UPS,London,High,1898,177.1,159.7,340.5,177.1,163.4,194.4,2021,Jul,Bronze,90.2,1622,NO
109431,SKU_1782,Backpack,12,2024-06-05 06:00:00,63.23,49381.0,Germany,0.12,Credit Card,22.29,Accessories,In-store,Not Returned,FedEx,Berlin,High,1782,667.7,645.4,758.8,667.7,91.1,690.0,2024,Jun,Silver,96.7,569,NO
109435,SKU_1531,Blue Pen,18,2020-01-24 19:00:00,87.23,38061.0,Australia,0.05,Paypall,13.59,Stationery,Online,Not Returned,DHL,London,Medium,1531,1491.6,1478.0,1570.1,1491.6,78.5,1505.2,2020,Jan,Gold,99.1,2163,NO
109443,SKU_1001,White Mug,36,2024-10-12 22:00:00,92.01,96971.0,Netherlands,0.4,Bank Transfer,10.66,Home & Kitchen,Online,Not Returned,DHL,London,Low,1001,1987.4,1976.8,3312.4,1987.4,1324.9,1998.1,2024,Oct,Platinum,99.5,439,NO
109453,SKU_1578,Headphones,49,2024-07-21 01:00:00,36.92,75953.0,United Kingdom,0.39,Paypall,25.35,Electronics,Online,Not Returned,DHL,Rome,Low,1578,1103.5,1078.2,1809.1,1103.5,705.5,1128.9,2024,Jul,Gold,97.7,523,NO
109470,SKU_1950,Backpack,23,2021-10-27 04:00:00,19.74,66796.0,Portugal,0.37,Paypall,11.65,Accessories,Online,Not Returned,DHL,Rome,High,1950,286.0,274.4,454.0,286.0,168.0,297.7,2021,Oct,Silver,95.9,1521,NO
109472,SKU_1885,Office Chair,26,2021-02-05 22:00:00,34.7,85721.0,Spain,0.3,Bank Transfer,22.16,Furniture,Online,Not Returned,FedEx,Rome,Low,1885,631.5,609.4,902.2,631.5,270.7,653.7,2021,Feb,Silver,96.5,1784,NO
109491,SKU_1234,Wall Clock,2,2021-05-10 12:00:00,9.97,93183.0,United Kingdom,0.45,Bank Transfer,9.77,Home Decor,In-store,Not Returned,DHL,Paris,High,1234,11.0,1.2,19.9,11.0,9.0,20.7,2021,May,Bronze,10.9,1691,NO
109495,SKU_1768,Office Chair,2,2023-06-12 21:00:00,47.13,56316.0,United Kingdom,0.39,Bank Transfer,20.8,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium,1768,57.5,36.7,94.3,57.5,36.8,78.3,2023,Jun,Bronze,63.8,927,NO
109503,SKU_1635,Wireless Mouse,1,2020-05-09 22:00:00,23.47,25171.0,Sweden,0.09,Bank Transfer,26.73,Electronics,In-store,Not Returned,FedEx,Rome,High,1635,21.4,-5.4,23.5,21.4,2.1,48.1,2020,May,Bronze,-25.2,2056,YES
109525,SKU_1115,Wall Clock,26,2024-10-19 00:00:00,62.38,61087.0,France,0.19,Paypall,23.65,Home Decor,Online,Not Returned,DHL,London,High,1115,1313.7,1290.1,1621.9,1313.7,308.2,1337.4,2024,Oct,Gold,98.2,433,NO
109527,SKU_1288,Notebook,34,2025-04-21 08:00:00,71.15,44594.0,United States,0.0,Bank Transfer,7.76,Stationery,In-store,Not Returned,FedEx,London,High,1288,2419.1,2411.3,2419.1,2419.1,0.0,2426.9,2025,Apr,Platinum,99.7,249,NO
109529,SKU_1214,Notebook,47,2022-10-19 12:00:00,76.37,62285.0,France,0.36,Credit Card,18.7,Stationery,Online,Not Returned,DHL,Paris,High,1214,2297.2,2278.5,3589.4,2297.2,1292.2,2315.9,2022,Oct,Platinum,99.2,1164,NO
109540,SKU_1631,Headphones,2,2020-01-26 07:00:00,93.13,90923.0,United States,0.17,Credit Card,14.53,Electronics,In-store,Not Returned,UPS,Amsterdam,High,1631,154.6,140.1,186.3,154.6,31.7,169.1,2020,Jan,Bronze,90.6,2161,NO
109554,SKU_1086,Notebook,21,2024-05-27 16:00:00,68.19,53334.0,United Kingdom,0.35,Bank Transfer,9.13,Stationery,In-store,Not Returned,FedEx,London,High,1086,930.8,921.7,1432.0,930.8,501.2,939.9,2024,May,Gold,99.0,578,NO
109583,SKU_1243,USB Cable,10,2021-02-10 19:00:00,36.51,21255.0,United Kingdom,0.31,Paypall,19.81,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium,1243,251.9,232.1,365.1,251.9,113.2,271.7,2021,Feb,Bronze,92.1,1780,NO
109586,SKU_1210,Wireless Mouse,18,2022-06-27 01:00:00,72.99,90591.0,Belgium,0.36,Bank Transfer,19.38,Electronics,Online,Not Returned,UPS,Rome,Low,1210,840.8,821.5,1313.8,840.8,473.0,860.2,2022,Jun,Gold,97.7,1278,NO
109637,SKU_1559,Notebook,18,2020-12-04 21:00:00,19.09,83209.0,Portugal,0.28,Paypall,17.8,Stationery,Online,Not Returned,Royal Mail,Rome,High,1559,247.4,229.6,343.6,247.4,96.2,265.2,2020,Dec,Bronze,92.8,1847,NO
109646,SKU_1537,Wireless Mouse,48,2024-07-12 02:00:00,52.03,94690.0,United Kingdom,0.19,Credit Card,22.52,Electronics,Online,Not Returned,UPS,London,Low,1537,2022.9,2000.4,2497.4,2022.9,474.5,2045.4,2024,Jul,Platinum,98.9,532,NO
109695,SKU_1317,Blue Pen,46,2021-11-14 11:00:00,84.21,11389.0,Spain,0.13,Bank Transfer,25.69,Stationery,In-store,Not Returned,Royal Mail,Paris,Medium,1317,3370.1,3344.4,3873.7,3370.1,503.6,3395.8,2021,Nov,Platinum,99.2,1503,NO
109703,SKU_1520,White Mug,22,2024-03-22 05:00:00,47.04,66926.0,Belgium,0.26,Paypall,15.87,Home & Kitchen,In-store,Not Returned,UPS,Paris,High,1520,765.8,749.9,1034.9,765.8,269.1,781.7,2024,Mar,Gold,97.9,644,NO
109705,SKU_1213,White Mug,32,2023-04-04 04:00:00,73.96,85524.0,Italy,0.12,Credit Card,18.04,Home & Kitchen,Online,Returned,Royal Mail,Paris,Low,1213,2082.7,2064.7,2366.7,2082.7,284.0,2100.8,2023,Apr,Platinum,99.1,997,NO
109726,SKU_1789,Notebook,37,2020-10-24 18:00:00,68.26,72494.0,Germany,0.38,Credit Card,18.69,Stationery,Online,Not Returned,Royal Mail,London,Low,1789,1565.9,1547.2,2525.6,1565.9,959.7,1584.6,2020,Oct,Platinum,98.8,1889,NO
109756,SKU_1211,Blue Pen,30,2022-10-27 11:00:00,28.68,32100.0,Italy,0.01,Credit Card,17.47,Stationery,Online,Not Returned,Royal Mail,London,Medium,1211,851.8,834.3,860.4,851.8,8.6,869.3,2022,Oct,Silver,97.9,1156,NO
109759,SKU_1075,Blue Pen,38,2021-11-06 02:00:00,81.75,33712.0,United Kingdom,0.11,Credit Card,20.82,Stationery,In-store,Not Returned,UPS,London,Low,1075,2764.8,2744.0,3106.5,2764.8,341.7,2785.6,2021,Nov,Platinum,99.2,1511,NO
109764,SKU_1795,Wireless Mouse,15,2023-09-20 08:00:00,66.07,81160.0,Portugal,0.33,Credit Card,7.64,Electronics,Online,Not Returned,UPS,Amsterdam,Low,1795,664.0,656.4,991.0,664.0,327.0,671.6,2023,Sep,Silver,98.8,828,NO
109765,SKU_1489,T-shirt,42,2022-02-13 20:00:00,4.59,,Sweden,0.37,Paypall,28.26,Apparel,Online,Not Returned,FedEx,,Low,1489,121.5,93.2,192.8,121.5,71.3,149.7,2022,Feb,Bronze,76.7,1412,NO
109778,SKU_1735,T-shirt,35,2024-07-07 21:00:00,3.41,38891.0,Australia,0.21,Bank Transfer,20.27,Apparel,In-store,Not Returned,DHL,Rome,Medium,1735,94.3,74.0,119.4,94.3,25.1,114.6,2024,Jul,Bronze,78.5,536,NO
109779,SKU_1851,White Mug,31,2025-07-24 03:00:00,22.17,43892.0,Australia,0.24,Bank Transfer,18.52,Home & Kitchen,Online,Not Returned,UPS,Rome,Medium,1851,522.3,503.8,687.3,522.3,164.9,540.8,2025,Jul,Silver,96.5,155,NO
109780,SKU_1887,Headphones,42,2022-06-18 19:00:00,68.98,48868.0,Belgium,0.09,Credit Card,10.69,Electronics,In-store,Not Returned,UPS,London,High,1887,2636.4,2625.7,2897.2,2636.4,260.7,2647.1,2022,Jun,Platinum,99.6,1287,NO
109795,SKU_1583,Headphones,1,2021-05-29 12:00:00,30.65,11257.0,Portugal,0.44,Credit Card,13.26,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High,1583,17.2,3.9,30.6,17.2,13.5,30.4,2021,May,Bronze,22.7,1672,NO
109795,SKU_1466,White Mug,44,2023-08-02 16:00:00,75.37,77098.0,Italy,0.31,Credit Card,10.52,Home & Kitchen,Online,Not Returned,FedEx,Amsterdam,Low,1466,2288.2,2277.7,3316.3,2288.2,1028.0,2298.8,2023,Aug,Platinum,99.5,877,NO
109802,SKU_1826,Wall Clock,34,2024-09-29 12:00:00,68.89,51013.0,Netherlands,0.32,Credit Card,11.18,Home Decor,In-store,Not Returned,UPS,London,High,1826,1592.7,1581.6,2342.3,1592.7,749.5,1603.9,2024,Sep,Platinum,99.3,453,NO
109821,SKU_1664,Blue Pen,20,2024-03-15 01:00:00,70.66,15978.0,France,0.35,Paypall,22.19,Stationery,Online,Not Returned,FedEx,Paris,Medium,1664,918.6,896.4,1413.2,918.6,494.6,940.8,2024,Mar,Gold,97.6,651,NO
109864,SKU_1825,USB Cable,19,2022-09-29 10:00:00,2.31,17398.0,Portugal,0.18,Credit Card,6.97,Electronics,Online,Returned,UPS,Berlin,Low,1825,36.0,29.0,43.9,36.0,7.9,43.0,2022,Sep,Bronze,80.6,1184,NO
109879,SKU_1989,Headphones,19,2022-04-08 20:00:00,79.03,67476.0,United States,0.11,Paypall,9.93,Electronics,Online,Not Returned,DHL,Rome,Low,1989,1336.4,1326.5,1501.6,1336.4,165.2,1346.3,2022,Apr,Gold,99.3,1358,NO
109885,SKU_1539,Notebook,24,2020-06-09 01:00:00,36.05,98518.0,United States,0.31,Credit Card,24.45,Stationery,In-store,Not Returned,DHL,Paris,High,1539,597.0,572.5,865.2,597.0,268.2,621.4,2020,Jun,Silver,95.9,2026,NO
109907,SKU_1782,Desk Lamp,32,2022-04-28 01:00:00,26.92,26654.0,Australia,0.39,Credit Card,9.88,Furniture,Online,Not Returned,FedEx,Paris,Medium,1782,525.5,515.6,861.4,525.5,336.0,535.4,2022,Apr,Silver,98.1,1338,NO
109921,SKU_1386,T-shirt,20,2021-05-07 08:00:00,40.49,83197.0,Spain,0.09,Bank Transfer,27.88,Apparel,In-store,Not Returned,UPS,Amsterdam,Low,1386,736.9,709.0,809.8,736.9,72.9,764.8,2021,May,Silver,96.2,1694,NO
109927,SKU_1970,White Mug,33,2020-11-04 22:00:00,9.02,90294.0,Norway,0.09,Credit Card,7.81,Home & Kitchen,In-store,Not Returned,FedEx,Paris,Medium,1970,270.9,263.1,297.7,270.9,26.8,278.7,2020,Nov,Bronze,97.1,1877,NO
109958,SKU_1417,Wireless Mouse,3,2022-08-26 21:00:00,1.85,25302.0,Portugal,0.19,Bank Transfer,12.46,Electronics,In-store,Not Returned,UPS,Amsterdam,High,1417,4.5,-8.0,5.6,4.5,1.1,17.0,2022,Aug,Bronze,-177.2,1217,YES
109966,SKU_1163,Notebook,4,2022-02-14 10:00:00,74.07,32380.0,Belgium,0.07,Credit Card,14.31,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium,1163,275.5,261.2,296.3,275.5,20.7,289.9,2022,Feb,Bronze,94.8,1411,NO
109990,SKU_1239,Notebook,31,2024-06-08 08:00:00,99.95,94499.0,Germany,0.17,Credit Card,13.04,Stationery,Online,Not Returned,FedEx,Amsterdam,High,1239,2571.7,2558.7,3098.5,2571.7,526.7,2584.8,2024,Jun,Platinum,99.5,566,NO
110002,SKU_1632,USB Cable,15,2022-02-13 22:00:00,25.01,56472.0,Belgium,0.34,Credit Card,27.9,Electronics,Online,Not Returned,FedEx,Berlin,Low,1632,247.6,219.7,375.2,247.6,127.6,275.5,2022,Feb,Bronze,88.7,1411,NO
110015,SKU_1945,Desk Lamp,45,2024-12-22 07:00:00,95.12,19528.0,France,0.46,Paypall,28.48,Furniture,Online,Not Returned,FedEx,Amsterdam,High,1945,2311.4,2282.9,4280.4,2311.4,1969.0,2339.9,2024,Dec,Platinum,98.8,369,NO
110019,SKU_1251,White Mug,46,2023-01-01 21:00:00,16.0,28155.0,Sweden,0.37,Paypall,5.47,Home & Kitchen,Online,Returned,FedEx,London,High,1251,463.7,458.2,736.0,463.7,272.3,469.2,2023,Jan,Silver,98.8,1089,NO
110031,SKU_1795,T-shirt,48,2025-05-17 19:00:00,28.31,11655.0,Australia,0.38,Credit Card,25.57,Apparel,In-store,Not Returned,UPS,Amsterdam,Medium,1795,842.5,816.9,1358.9,842.5,516.4,868.1,2025,May,Gold,97.0,223,NO
110037,SKU_1916,Backpack,44,2025-07-23 21:00:00,17.94,65289.0,Australia,0.16,Credit Card,14.48,Accessories,In-store,Not Returned,FedEx,Rome,Medium,1916,663.1,648.6,789.4,663.1,126.3,677.5,2025,Jul,Silver,97.8,155,NO
110067,SKU_1786,Desk Lamp,7,2025-07-21 20:00:00,80.43,90232.0,Norway,0.01,Credit Card,5.17,Furniture,In-store,Returned,FedEx,Rome,Low,1786,557.4,552.2,563.0,557.4,5.6,562.5,2025,Jul,Silver,99.1,158,NO
110068,SKU_1106,Wireless Mouse,30,2020-10-16 01:00:00,97.56,96666.0,United States,0.0,Bank Transfer,27.83,Electronics,In-store,Not Returned,Royal Mail,London,Medium,1106,2926.8,2899.0,2926.8,2926.8,0.0,2954.6,2020,Oct,Platinum,99.0,1897,NO
110086,SKU_1843,Office Chair,44,2023-02-15 16:00:00,30.12,24512.0,United Kingdom,0.14,Bank Transfer,18.56,Furniture,In-store,Not Returned,FedEx,Rome,High,1843,1139.7,1121.2,1325.3,1139.7,185.5,1158.3,2023,Feb,Gold,98.4,1045,NO
110091,SKU_1783,Blue Pen,16,2025-02-20 10:00:00,73.74,87853.0,France,0.29,Credit Card,26.09,Stationery,Online,Not Returned,UPS,London,Low,1783,837.7,811.6,1179.8,837.7,342.2,863.8,2025,Feb,Gold,96.9,309,NO
110101,SKU_1818,Office Chair,31,2022-11-13 23:00:00,60.76,70968.0,Spain,0.06,Credit Card,23.03,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low,1818,1770.5,1747.5,1883.6,1770.5,113.0,1793.6,2022,Nov,Gold,98.7,1138,NO
110111,SKU_1551,Wireless Mouse,12,2024-12-16 09:00:00,17.25,58673.0,Australia,0.24,Paypall,11.53,Electronics,Online,Not Returned,Royal Mail,Rome,Medium,1551,157.3,145.8,207.0,157.3,49.7,168.8,2024,Dec,Bronze,92.7,375,NO
110200,SKU_1851,White Mug,15,2024-11-13 01:00:00,74.64,46133.0,Spain,0.44,Paypall,25.77,Home & Kitchen,In-store,Not Returned,DHL,London,Low,1851,627.0,601.2,1119.6,627.0,492.6,652.7,2024,Nov,Gold,95.9,408,NO
110204,SKU_1985,Headphones,44,2021-10-30 22:00:00,94.03,,Norway,0.48,Credit Card,8.65,Electronics,In-store,Not Returned,FedEx,,High,1985,2151.4,2142.8,4137.3,2151.4,1985.9,2160.1,2021,Oct,Platinum,99.6,1517,NO
110207,SKU_1809,Desk Lamp,40,2020-07-01 18:00:00,15.5,81804.0,United Kingdom,0.21,Paypall,13.6,Furniture,In-store,Not Returned,UPS,Berlin,Medium,1809,489.8,476.2,620.0,489.8,130.2,503.4,2020,Jul,Silver,97.2,2004,NO
110207,SKU_1297,Office Chair,37,2021-06-25 05:00:00,37.8,91965.0,Germany,0.12,Credit Card,13.32,Furniture,Online,Not Returned,DHL,Rome,Low,1297,1230.8,1217.4,1398.6,1230.8,167.8,1244.1,2021,Jun,Gold,98.9,1645,NO
110207,SKU_1793,USB Cable,28,2025-06-17 22:00:00,32.78,41171.0,Italy,0.31,Paypall,18.35,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium,1793,633.3,615.0,917.8,633.3,284.5,651.7,2025,Jun,Silver,97.1,191,NO
