InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
106088,SKU_1475,Headphones,38,08-05-2023 10:00,89.24,88926,Norway,0.33,Credit Card,15.04,Apparel,In-store,Not Returned,UPS,Rome,Medium
106140,SKU_1636,Notebook,34,02-09-2025 15:00,3.04,43984,Netherlands,0.4,paypall,23.23,Apparel,In-store,Not Returned,FedEx,London,Low
106149,SKU_1611,Headphones,37,22-08-2025 09:00,46.53,70600,United Kingdom,0.33,Bank Transfer,28.14,Electronics,Online,Not Returned,FedEx,London,Low
106154,SKU_1836,Backpack,11,31-03-2020 10:00,80.1,89001,Norway,0.3,Credit Card,16.71,Apparel,Online,Not Returned,DHL,London,High
106163,SKU_1614,White Mug,47,22-09-2021 03:00,7.14,93413,Belgium,0.38,Credit Card,26.12,Furniture,Online,Not Returned,DHL,London,High
106195,SKU_1616,Wall Clock,30,11-05-2024 00:00,9.83,93032,Australia,0.05,paypall,18.76,Electronics,In-store,Returned,UPS,London,High
106220,SKU_1444,Wireless Mouse,1,28-09-2022 20:00,47.79,25531,Germany,0.38,Credit Card,29.32,Furniture,In-store,Not Returned,FedEx,Paris,High
106242,SKU_1382,White Mug,24,13-06-2023 16:00,32.7,10449,United States,0.38,Bank Transfer,20.14,Accessories,Online,Not Returned,DHL,Amsterdam,Medium
106258,SKU_1344,Wireless Mouse,39,28-02-2024 07:00,80.21,46836,Australia,0.31,Bank Transfer,18.23,Apparel,In-store,Not Returned,DHL,London,High
106277,SKU_1962,Desk Lamp,4,21-08-2021 19:00,89.31,26082,Belgium,0.3,Credit Card,10.12,Stationery,In-store,Not Returned,DHL,London,Medium
106286,SKU_1413,White Mug,47,20-07-2025 14:00,77.9,13004,Italy,0.1,Bank Transfer,7.31,Furniture,In-store,Not Returned,DHL,Amsterdam,Low
106309,SKU_1752,USB Cable,13,09-07-2023 04:00,8.78,56365,United States,0.23,Credit Card,26.05,Electronics,Online,Not Returned,DHL,Rome,High
106387,SKU_1296,Office Chair,37,22-11-2023 13:00,53.17,75542,Portugal,0.22,Bank Transfer,21.43,Apparel,Online,Not Returned,FedEx,Amsterdam,Low
106395,SKU_1402,Wireless Mouse,9,03-06-2024 07:00,3.55,79312,Australia,0.09,Credit Card,23.24,Electronics,Online,Not Returned,FedEx,Berlin,High
106401,SKU_1383,White Mug,46,16-07-2025 20:00,93.46,68777,Spain,0.4,paypall,26.52,Furniture,In-store,Not Returned,UPS,Rome,Low
106402,SKU_1721,Wall Clock,26,07-03-2022 07:00,37.32,,Italy,0.04,Bank Transfer,7.62,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low
106457,SKU_1455,T-shirt,20,10-01-2022 18:00,51.45,44070,United Kingdom,0.11,paypall,12.05,Accessories,In-store,Not Returned,UPS,Paris,High
106464,SKU_1059,Headphones,10,10-12-2020 09:00,51.67,29395,Germany,0.01,paypall,18.49,Furniture,Online,Not Returned,UPS,Berlin,Medium
106475,SKU_1674,Wireless Mouse,4,25-05-2021 01:00,28.38,38510,Italy,0.37,Credit Card,19.93,Furniture,Online,Not Returned,DHL,London,Low
106476,SKU_1356,Wireless Mouse,31,17-02-2024 08:00,83.24,,Norway,0.32,Bank Transfer,28.88,Electronics,In-store,Not Returned,UPS,,High
106480,SKU_1749,Desk Lamp,5,20-01-2025 08:00,46.35,35295,United States,0.19,paypall,9.24,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
106486,SKU_1847,Wall Clock,40,17-08-2024 22:00,44.27,31374,Italy,0.44,Credit Card,14.94,Accessories,Online,Not Returned,FedEx,Paris,High
106493,SKU_1736,Desk Lamp,-40,03-09-2025 11:00,-51.34,,Netherlands,0.23,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Medium
106499,SKU_1731,Wireless Mouse,8,25-04-2024 15:00,56.07,36417,Australia,0.06,paypall,21.53,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Low
106504,SKU_1134,Blue Pen,23,29-04-2024 01:00,14.39,32662,Italy,0.32,Credit Card,19.79,Electronics,Online,Not Returned,FedEx,Berlin,Medium
106530,SKU_1833,T-shirt,44,30-05-2020 03:00,50.38,27840,Portugal,0.49,Credit Card,15.88,Apparel,Online,Returned,Royal Mail,Paris,Medium
106531,SKU_1733,Wall Clock,32,01-12-2023 17:00,11.29,17474,Norway,0.44,paypall,24.25,Electronics,In-store,Not Returned,FedEx,Rome,Low
106553,SKU_1467,Backpack,26,16-11-2021 06:00,19.22,88065,Italy,0.16,Credit Card,15.36,Accessories,In-store,Not Returned,UPS,Rome,Low
106563,SKU_1259,Blue Pen,48,14-04-2022 05:00,15.86,70280,United States,0.29,paypall,8.68,Furniture,In-store,Not Returned,UPS,Berlin,Medium
106570,SKU_1881,White Mug,15,11-04-2020 15:00,13.14,21947,Italy,0.22,Bank Transfer,18.64,Electronics,In-store,Returned,UPS,Berlin,Low
106586,SKU_1239,Notebook,28,20-08-2023 14:00,74.24,93540,France,0.46,Credit Card,17.4,Furniture,In-store,Not Returned,UPS,London,Medium
106589,SKU_1132,USB Cable,5,27-03-2022 01:00,86.84,57688,Netherlands,0.29,Credit Card,10.45,Stationery,Online,Not Returned,UPS,Amsterdam,Low
106609,SKU_1278,USB Cable,29,13-09-2023 19:00,34.12,41845,Portugal,0.13,Credit Card,10.35,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High
106611,SKU_1071,Blue Pen,29,20-12-2021 15:00,66.29,98001,Italy,0.38,Bank Transfer,29.91,Stationery,Online,Not Returned,FedEx,London,High
106654,SKU_1087,White Mug,39,02-05-2022 20:00,54,17981,Germany,0.2,Bank Transfer,6.35,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
106680,SKU_1146,Desk Lamp,5,26-11-2024 08:00,67.05,91215,France,0.16,Bank Transfer,13.51,Electronics,In-store,Not Returned,DHL,Berlin,Low
106714,SKU_1976,Headphones,43,07-04-2023 02:00,80.48,85471,Germany,0.1,Credit Card,5.71,Accessories,Online,Not Returned,FedEx,Paris,Low
106732,SKU_1357,Headphones,8,18-07-2022 16:00,69.51,80634,Australia,0.24,Credit Card,12.05,Stationery,In-store,Not Returned,UPS,Rome,Low
106732,SKU_1289,USB Cable,11,29-07-2023 09:00,45.73,89621,Netherlands,0.26,Bank Transfer,27.67,Apparel,In-store,Not Returned,DHL,Berlin,Low
106764,SKU_1473,Office Chair,33,06-10-2021 18:00,85.41,36727,United Kingdom,0.19,Credit Card,6.01,Accessories,In-store,Not Returned,UPS,London,Medium
106774,SKU_1013,White Mug,21,10-10-2022 13:00,6.63,30134,Norway,0.08,paypall,15.16,Apparel,Online,Not Returned,FedEx,Rome,High
106798,SKU_1202,White Mug,27,08-10-2022 22:00,24.91,15224,France,0.32,Bank Transfer,29.49,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,High
106798,SKU_1520,Office Chair,41,02-03-2025 14:00,81.04,62771,United Kingdom,0.21,Credit Card,19.18,Accessories,Online,Not Returned,DHL,Paris,Low
106826,SKU_1495,Wall Clock,3,14-05-2025 20:00,3.23,15391,Portugal,0.19,Credit Card,28.39,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium
106834,SKU_1543,White Mug,27,04-04-2022 22:00,8.23,90799,United States,0.36,Credit Card,18.44,Electronics,Online,Not Returned,FedEx,Paris,High
106878,SKU_1867,Office Chair,29,21-07-2024 17:00,78.13,76126,Spain,0.38,paypall,15.19,Electronics,In-store,Not Returned,UPS,Paris,Medium
106949,SKU_1678,Headphones,37,10-02-2020 21:00,12.87,93252,Norway,0.34,Credit Card,16.49,Furniture,In-store,Not Returned,FedEx,Berlin,Medium
106968,SKU_1527,USB Cable,36,17-08-2020 23:00,18.52,79160,Netherlands,0.32,Credit Card,23.59,Apparel,In-store,Not Returned,FedEx,Berlin,High
107011,SKU_1580,Desk Lamp,24,16-04-2024 12:00,29.94,23436,Italy,0.24,paypall,5.82,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
107032,SKU_1663,Office Chair,36,04-07-2021 06:00,31.84,57047,Portugal,0.18,Credit Card,12.43,Stationery,Online,Not Returned,Royal Mail,Amsterdam,High
107043,SKU_1838,Desk Lamp,25,06-09-2021 04:00,44.71,31550,France,0.44,Credit Card,20.08,Stationery,In-store,Not Returned,Royal Mail,Rome,Low
107076,SKU_1270,Wireless Mouse,17,26-07-2023 15:00,70.7,97711,Spain,0.5,Bank Transfer,8.7,Accessories,Online,Not Returned,Royal Mail,Berlin,Medium
107086,SKU_1169,Wireless Mouse,33,08-05-2021 13:00,50.72,79283,Spain,0.19,paypall,15.61,Apparel,In-store,Not Returned,Royal Mail,Berlin,High
107099,SKU_1179,Office Chair,30,06-05-2020 20:00,41.72,27948,Belgium,0.11,Bank Transfer,8.34,Apparel,In-store,Not Returned,Royal Mail,London,High
107101,SKU_1855,Headphones,18,19-08-2022 23:00,79.61,10983,United States,0.18,Bank Transfer,14.85,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,High
107131,SKU_1239,Wall Clock,35,12-02-2023 18:00,87.34,72396,Netherlands,0.24,Bank Transfer,26.63,Apparel,Online,Not Returned,Royal Mail,London,Low
107160,SKU_1280,Blue Pen,41,15-07-2024 09:00,58.27,15414,Portugal,0.41,Credit Card,23.68,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High
107166,SKU_1225,Office Chair,35,30-12-2024 05:00,6,57908,Italy,0.48,paypall,15.64,Stationery,Online,Not Returned,DHL,London,Low
107176,SKU_1281,Notebook,1,09-12-2021 19:00,17.45,59417,United States,0.41,paypall,23.79,Electronics,In-store,Not Returned,UPS,Amsterdam,Low
107223,SKU_1372,Headphones,7,05-08-2024 08:00,63.99,65596,Norway,0.46,Credit Card,17.27,Electronics,Online,Not Returned,FedEx,Berlin,Low
107233,SKU_1724,Desk Lamp,17,16-04-2021 13:00,1.6,72644,Belgium,0.42,Bank Transfer,25.45,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
107235,SKU_1779,Backpack,41,12-11-2020 07:00,99.57,51184,Sweden,0.34,Credit Card,24.1,Stationery,Online,Not Returned,UPS,London,Medium
107249,SKU_1857,T-shirt,35,17-02-2025 20:00,84.49,55435,United Kingdom,0.44,paypall,25.44,Furniture,In-store,Not Returned,DHL,London,Low
107253,SKU_1585,USB Cable,38,26-11-2021 00:00,9.26,20715,Italy,0.35,Bank Transfer,21.37,Stationery,In-store,Not Returned,FedEx,Paris,Medium
107265,SKU_1402,T-shirt,8,19-02-2021 18:00,44.19,55894,Sweden,0.26,Bank Transfer,14.39,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High
107279,SKU_1464,Backpack,7,27-05-2025 21:00,17.89,12189,Spain,0.15,Bank Transfer,13.12,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
107282,SKU_1038,Office Chair,5,15-03-2024 04:00,29.19,36280,Germany,0.35,Credit Card,8.06,Accessories,In-store,Returned,FedEx,Paris,High
107293,SKU_1054,Blue Pen,42,21-05-2024 09:00,70.34,49137,France,0.38,Credit Card,22.05,Furniture,In-store,Not Returned,FedEx,Berlin,Low
107304,SKU_1988,T-shirt,26,12-06-2023 17:00,56.33,12983,United States,0.08,Credit Card,12.67,Furniture,In-store,Not Returned,FedEx,Paris,High
107312,SKU_1619,Notebook,16,09-10-2022 23:00,84.31,73473,Portugal,0.04,Credit Card,23.29,Accessories,Online,Not Returned,Royal Mail,London,Medium
107317,SKU_1370,Office Chair,37,27-03-2025 10:00,74.02,87681,Norway,0.36,Credit Card,18.17,Accessories,Online,Not Returned,DHL,Rome,Low
107322,SKU_1857,White Mug,22,06-09-2023 20:00,74.03,90819,France,0.25,paypall,9.84,Electronics,In-store,Not Returned,FedEx,Rome,Medium
107344,SKU_1877,Desk Lamp,-8,31-05-2023 04:00,-11.7,,Belgium,1.921948247,paypall,,Accessories,In-store,Not Returned,DHL,,Low
107386,SKU_1572,T-shirt,37,06-10-2023 02:00,8.06,,Italy,0.44,Credit Card,19.55,Stationery,In-store,Not Returned,FedEx,,High
107399,SKU_1950,USB Cable,27,03-07-2021 17:00,64.76,47493,Norway,0.39,paypall,24.03,Accessories,In-store,Not Returned,DHL,London,High
107415,SKU_1855,White Mug,15,26-07-2020 12:00,70.79,,United Kingdom,0.05,paypall,20.65,Accessories,Online,Not Returned,DHL,,Low
107420,SKU_1885,Blue Pen,25,30-10-2024 20:00,48.17,35985,United Kingdom,0.2,paypall,9.47,Furniture,Online,Not Returned,FedEx,Paris,Medium
107425,SKU_1882,Headphones,39,28-01-2022 21:00,54.55,43966,Spain,0.4,paypall,23.82,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
107430,SKU_1454,T-shirt,35,29-10-2023 01:00,23.83,88361,France,0.14,paypall,20.12,Stationery,Online,Not Returned,FedEx,Rome,Low
107461,SKU_1757,Desk Lamp,5,18-06-2020 09:00,99.65,64696,United States,0.18,Credit Card,29.36,Accessories,Online,Not Returned,FedEx,London,High
107461,SKU_1245,T-shirt,7,24-05-2024 03:00,31.21,62488,Spain,0.46,paypall,13.42,Furniture,In-store,Not Returned,DHL,London,Low
107466,SKU_1776,T-shirt,20,11-10-2022 08:00,92.32,83763,United States,0.31,Bank Transfer,28.35,Furniture,Online,Not Returned,FedEx,Rome,Medium
107482,SKU_1191,Desk Lamp,30,12-11-2022 15:00,77.77,17211,France,0.4,Credit Card,16.48,Electronics,In-store,Not Returned,FedEx,Amsterdam,High
107485,SKU_1371,Wall Clock,36,28-08-2020 13:00,55.63,94686,Spain,0.01,paypall,25.54,Electronics,Online,Not Returned,UPS,Berlin,Medium
107509,SKU_1546,Blue Pen,7,31-01-2023 04:00,32.32,43372,Netherlands,0.09,paypall,14.25,Furniture,Online,Not Returned,Royal Mail,Berlin,Medium
107531,SKU_1294,Blue Pen,1,21-05-2020 17:00,62.81,,Belgium,0.37,paypall,25.43,Furniture,In-store,Not Returned,UPS,Paris,Medium
107543,SKU_1569,Desk Lamp,43,16-10-2022 12:00,26.79,81898,Portugal,0.08,paypall,29.98,Electronics,In-store,Not Returned,UPS,London,Medium
107553,SKU_1149,Blue Pen,5,13-09-2024 16:00,77.78,90429,United States,0.26,Credit Card,11.55,Apparel,Online,Not Returned,DHL,Amsterdam,High
107564,SKU_1907,USB Cable,31,02-04-2024 04:00,33.38,61650,Belgium,0.31,paypall,16.37,Stationery,Online,Not Returned,Royal Mail,Paris,Medium
107636,SKU_1535,USB Cable,7,31-08-2024 15:00,90.76,,Italy,0.03,paypall,19.56,Furniture,In-store,Not Returned,Royal Mail,Paris,High
107644,SKU_1114,Wall Clock,-24,23-10-2024 19:00,-10.49,,United Kingdom,0.29,Credit Card,,Apparel,Online,Not Returned,FedEx,,High
107645,SKU_1850,USB Cable,27,29-10-2024 04:00,55.26,59288,United Kingdom,0.1,paypall,9.04,Accessories,In-store,Not Returned,FedEx,Berlin,Medium
107657,SKU_1732,Desk Lamp,12,19-03-2020 21:00,47.55,30216,Norway,0.05,paypall,26.78,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low
107661,SKU_1860,Desk Lamp,11,28-04-2024 11:00,39.38,,United States,0.09,paypall,11.65,Stationery,Online,Not Returned,Royal Mail,Paris,High
107691,SKU_1235,Blue Pen,11,19-03-2023 14:00,34.18,,Portugal,0.03,Bank Transfer,8.46,Stationery,Online,Not Returned,DHL,,Medium
107692,SKU_1421,Desk Lamp,27,08-06-2025 06:00,72.37,47905,United States,0.39,Credit Card,26.88,Accessories,In-store,Not Returned,UPS,Berlin,Low
107711,SKU_1621,Blue Pen,46,11-05-2022 02:00,74.75,92690,Portugal,0.49,Credit Card,9.07,Electronics,Online,Not Returned,DHL,London,High
107736,SKU_1525,Headphones,32,24-04-2024 06:00,33.86,,Netherlands,0.18,Bank Transfer,12.82,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High
107747,SKU_1275,Headphones,12,10-07-2025 23:00,62.74,92408,Portugal,0.12,paypall,23.99,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Medium
107749,SKU_1418,Wall Clock,20,20-08-2022 21:00,80.68,26068,Portugal,0.44,Credit Card,25.93,Accessories,In-store,Not Returned,FedEx,London,High
107771,SKU_1297,Office Chair,16,20-06-2023 08:00,15.47,48002,France,0,paypall,8.01,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Low
107784,SKU_1524,White Mug,4,02-03-2023 12:00,23.72,65994,Sweden,0.34,Bank Transfer,10.79,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium
107799,SKU_1489,White Mug,25,10-05-2023 00:00,63.07,34045,France,0.22,Bank Transfer,12.78,Stationery,Online,Not Returned,FedEx,Paris,High
107826,SKU_1408,Office Chair,2,09-07-2023 07:00,19.09,95539,United Kingdom,0.33,paypall,23.37,Apparel,In-store,Not Returned,DHL,Paris,Medium
107838,SKU_1859,Wireless Mouse,10,20-10-2022 07:00,50.64,18447,Portugal,0.34,Bank Transfer,14.73,Furniture,In-store,Not Returned,UPS,Paris,Medium
107839,SKU_1208,Blue Pen,28,26-11-2024 21:00,26.72,56365,France,0.02,Bank Transfer,28.39,Accessories,In-store,Not Returned,DHL,London,Low
107859,SKU_1348,Headphones,25,11-04-2024 11:00,6.37,99512,Germany,0.01,Credit Card,27.43,Apparel,In-store,Not Returned,FedEx,Paris,Low
107882,SKU_1541,Headphones,44,27-04-2023 04:00,99.08,80855,Australia,0.15,Credit Card,28.24,Apparel,Online,Not Returned,Royal Mail,Paris,Medium
107887,SKU_1780,Backpack,44,17-08-2021 19:00,38.92,27572,Australia,0.04,paypall,25.61,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
107898,SKU_1358,Blue Pen,43,15-04-2024 06:00,53.22,26939,Australia,0.42,Bank Transfer,21.69,Apparel,Online,Returned,Royal Mail,Rome,Medium
107904,SKU_1815,Wall Clock,17,02-10-2021 18:00,38.11,17148,Italy,0.25,Bank Transfer,12.07,Apparel,Online,Not Returned,UPS,London,Medium
107906,SKU_1684,Headphones,43,20-03-2020 02:00,24.93,54502,Italy,0.3,Credit Card,8.74,Electronics,In-store,Not Returned,DHL,Berlin,High
107928,SKU_1661,Desk Lamp,27,02-06-2021 06:00,61.52,69333,Norway,0.33,Bank Transfer,12.4,Electronics,Online,Not Returned,UPS,Berlin,Low
107933,SKU_1701,Wireless Mouse,4,14-03-2022 04:00,77.2,33111,Germany,0.22,paypall,27.66,Stationery,In-store,Not Returned,FedEx,Amsterdam,High
107943,SKU_1100,Office Chair,8,27-10-2023 05:00,13.06,78995,Belgium,0.39,paypall,29.81,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
107967,SKU_1229,Wall Clock,2,30-04-2020 12:00,9.91,38778,Sweden,0.48,paypall,6.17,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low
107988,SKU_1497,Desk Lamp,21,22-02-2024 17:00,75.19,32180,Spain,0.12,Bank Transfer,28.85,Stationery,In-store,Not Returned,DHL,Amsterdam,Low
107997,SKU_1724,Headphones,6,20-12-2024 12:00,37.08,61541,Belgium,0.46,paypall,8.79,Electronics,In-store,Not Returned,UPS,London,High
108000,SKU_1871,Wireless Mouse,41,21-01-2024 23:00,63.09,98180,Sweden,0.49,paypall,6.85,Electronics,Online,Not Returned,FedEx,Paris,High
108014,SKU_1922,Wall Clock,22,13-06-2024 20:00,92.98,22228,United Kingdom,0.49,Credit Card,6.97,Accessories,Online,Not Returned,DHL,Rome,Medium
108024,SKU_1410,Desk Lamp,2,13-08-2020 05:00,33.97,64408,France,0.21,paypall,26.42,Stationery,Online,Not Returned,UPS,London,High
108036,SKU_1250,Notebook,-11,22-06-2020 16:00,-93,,United States,1.855512822,paypall,,Apparel,In-store,Not Returned,UPS,,Medium
108058,SKU_1746,Notebook,29,26-12-2024 19:00,72.65,30177,Italy,0.39,Bank Transfer,25.88,Apparel,Online,Returned,FedEx,Rome,High
108061,SKU_1382,Office Chair,26,22-03-2025 23:00,7.38,,Spain,0.32,Bank Transfer,12.64,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
108070,SKU_1991,White Mug,-46,19-06-2025 18:00,-13.97,,Norway,1.294462318,paypall,,Accessories,In-store,Not Returned,UPS,,Medium
108072,SKU_1177,Office Chair,33,02-12-2024 22:00,81.19,12005,France,0.36,paypall,12.4,Apparel,Online,Returned,FedEx,Berlin,High
108078,SKU_1658,Blue Pen,16,11-11-2021 23:00,32.12,87618,Sweden,0.45,Bank Transfer,18.34,Electronics,Online,Not Returned,DHL,Berlin,Low
108095,SKU_1647,USB Cable,39,22-04-2025 10:00,91.25,45761,Italy,0.25,paypall,23.21,Electronics,In-store,Not Returned,DHL,Berlin,Medium
108109,SKU_1864,Blue Pen,-23,05-07-2022 14:00,-16.12,,Sweden,1.483430435,paypall,,Apparel,In-store,Not Returned,FedEx,,Medium
108117,SKU_1407,White Mug,3,30-03-2023 18:00,8.5,77507,Netherlands,0.33,Bank Transfer,25.13,Stationery,Online,Not Returned,FedEx,London,Low
108155,SKU_1011,Headphones,8,13-01-2020 20:00,57.33,27902,Sweden,0.43,paypall,11.85,Accessories,Online,Not Returned,FedEx,Berlin,Medium
108157,SKU_1484,Notebook,40,04-05-2024 16:00,98.37,73159,Sweden,0.08,Credit Card,10.36,Stationery,In-store,Not Returned,Royal Mail,London,High
108164,SKU_1073,Notebook,28,19-05-2023 01:00,29.07,53144,United States,0.48,paypall,14.99,Electronics,In-store,Returned,FedEx,Paris,Low
108177,SKU_1025,Blue Pen,-21,06-06-2022 09:00,-28.13,,United States,0.1,Credit Card,,Stationery,In-store,Not Returned,UPS,,Medium
108187,SKU_1754,White Mug,49,11-07-2024 01:00,39.52,50182,Norway,0.11,paypall,24.06,Accessories,In-store,Not Returned,UPS,Berlin,Low
108195,SKU_1008,White Mug,34,11-09-2022 23:00,57.53,29250,Spain,0.15,Bank Transfer,24.03,Apparel,In-store,Not Returned,DHL,London,Low
108255,SKU_1355,Office Chair,10,20-10-2023 02:00,47.08,83152,Belgium,0.43,Credit Card,29.51,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
108273,SKU_1106,USB Cable,21,10-04-2025 21:00,86.08,26612,France,0.49,paypall,7.91,Accessories,Online,Not Returned,DHL,Rome,Medium
108308,SKU_1243,Wall Clock,49,23-01-2020 06:00,74.27,39931,Netherlands,0.49,paypall,16.63,Apparel,Online,Not Returned,FedEx,Amsterdam,Low
108314,SKU_1031,Wireless Mouse,31,15-03-2021 14:00,40.59,64364,Spain,0.3,paypall,15.84,Furniture,In-store,Not Returned,Royal Mail,London,Low
108328,SKU_1383,Wireless Mouse,10,17-08-2021 07:00,91.08,17661,Portugal,0.15,paypall,23.35,Apparel,In-store,Not Returned,DHL,Berlin,Low
108338,SKU_1716,Wall Clock,24,12-10-2023 03:00,11.64,93517,France,0.41,paypall,10,Furniture,Online,Not Returned,Royal Mail,Paris,Medium
108367,SKU_1327,Notebook,30,13-03-2022 12:00,50.77,75999,Sweden,0.33,Credit Card,7.8,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
108382,SKU_1032,Desk Lamp,47,07-03-2022 11:00,18.05,73706,Belgium,0.19,Credit Card,28.58,Apparel,Online,Not Returned,FedEx,Rome,High
108429,SKU_1882,Desk Lamp,30,22-02-2025 08:00,28.41,34468,United States,0.21,Bank Transfer,22.16,Furniture,Online,Not Returned,UPS,Amsterdam,Low
108434,SKU_1436,Wall Clock,49,16-09-2023 22:00,37.31,62904,Australia,0.45,Credit Card,9.58,Stationery,In-store,Not Returned,Royal Mail,London,Medium
108461,SKU_1019,Wall Clock,35,29-07-2025 22:00,31.81,50108,Portugal,0.47,paypall,29.05,Electronics,In-store,Not Returned,FedEx,Rome,Medium
108512,SKU_1947,Blue Pen,14,21-02-2020 03:00,59.54,39149,Sweden,0.29,paypall,24.79,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
108532,SKU_1461,Office Chair,45,29-04-2025 11:00,92.56,88809,United States,0.44,Credit Card,20.32,Electronics,In-store,Not Returned,FedEx,London,High
108539,SKU_1318,Office Chair,36,06-01-2022 05:00,62.16,73542,Norway,0.43,paypall,19.32,Furniture,Online,Not Returned,FedEx,Berlin,Medium
108577,SKU_1836,White Mug,8,02-06-2023 10:00,43.44,84243,Italy,0.27,Bank Transfer,11.06,Apparel,Online,Not Returned,Royal Mail,Amsterdam,High
108583,SKU_1401,Blue Pen,35,13-07-2023 16:00,99.23,21458,Spain,0.31,Credit Card,19.86,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low
108625,SKU_1642,Backpack,49,09-07-2021 20:00,3.04,21247,France,0.2,Credit Card,5.84,Electronics,Online,Not Returned,FedEx,Berlin,Medium
108689,SKU_1727,Backpack,45,20-06-2023 19:00,71.53,45640,Portugal,0.4,Bank Transfer,8.84,Apparel,Online,Returned,DHL,Amsterdam,Low
108724,SKU_1584,Wireless Mouse,47,15-04-2022 11:00,90.55,37580,Australia,0.2,Bank Transfer,9.87,Apparel,In-store,Not Returned,Royal Mail,London,High
108769,SKU_1940,USB Cable,37,19-09-2023 03:00,65.32,,Netherlands,0.25,paypall,27.86,Furniture,In-store,Not Returned,UPS,Paris,High
108798,SKU_1227,Headphones,46,29-09-2021 11:00,36.82,12537,Sweden,0.41,paypall,25.54,Furniture,In-store,Returned,DHL,Berlin,Medium
108882,SKU_1805,Wireless Mouse,41,30-08-2024 04:00,76.34,45256,Italy,0.13,paypall,11.24,Furniture,In-store,Not Returned,FedEx,London,High
108888,SKU_1824,T-shirt,35,03-11-2021 21:00,72.41,86464,Portugal,0.35,Bank Transfer,7.2,Furniture,In-store,Not Returned,DHL,Paris,Medium
108903,SKU_1762,Backpack,4,09-05-2024 20:00,35.6,44453,Belgium,0.02,Credit Card,20.8,Electronics,In-store,Not Returned,DHL,Paris,High
108947,SKU_1784,USB Cable,25,04-08-2023 17:00,7.68,86873,France,0.38,paypall,17.34,Furniture,In-store,Not Returned,UPS,Rome,Medium
108969,SKU_1355,Wireless Mouse,47,27-10-2024 05:00,1.69,72311,United Kingdom,0.1,Credit Card,29.57,Apparel,Online,Not Returned,Royal Mail,Berlin,High
108981,SKU_1028,Notebook,31,01-02-2022 06:00,78.42,24417,United States,0.03,Credit Card,9.87,Accessories,In-store,Not Returned,UPS,London,High
109012,SKU_1710,Notebook,36,01-07-2022 18:00,80.9,43387,Belgium,0.36,Credit Card,25.62,Accessories,Online,Returned,UPS,Paris,Low
109013,SKU_1214,Backpack,6,20-10-2022 03:00,55.89,94078,Portugal,0.36,paypall,7.04,Electronics,Online,Not Returned,FedEx,London,Medium
109070,SKU_1599,Wireless Mouse,3,05-01-2024 17:00,55.85,19441,Germany,0.21,paypall,19.78,Apparel,Online,Returned,UPS,Rome,High
109074,SKU_1233,T-shirt,25,21-04-2024 03:00,73.21,62942,United States,0.19,Credit Card,23.92,Furniture,Online,Not Returned,DHL,London,High
109078,SKU_1759,USB Cable,28,02-04-2020 10:00,86.71,81777,United States,0.06,paypall,15.12,Apparel,In-store,Not Returned,Royal Mail,London,Medium
109096,SKU_1759,Office Chair,-12,13-01-2023 17:00,57.05,,Spain,0.32,paypall,,Apparel,Online,Not Returned,DHL,,Medium
109145,SKU_1067,Office Chair,16,23-05-2022 02:00,80.06,88300,Portugal,0.26,Bank Transfer,17.03,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium
109179,SKU_1847,Notebook,3,19-06-2022 01:00,92.56,47212,Spain,0.16,paypall,20.07,Electronics,Online,Not Returned,FedEx,Amsterdam,High
109201,SKU_1453,USB Cable,42,15-05-2023 10:00,98.26,12316,United States,0.17,Bank Transfer,23.17,Apparel,Online,Returned,Royal Mail,Amsterdam,High
